,name,link,min_salary,max_salary,currency,source_site
163,Data Scientist/ML Engineer,https://hh.ru/vacancy/51296795?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
164,Data scientist (Marketing),https://hh.ru/vacancy/51340187?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
165,Data scientist,https://hh.ru/vacancy/51390492?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
166,Senior Data Scientist,https://hh.ru/vacancy/51653444?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
167,Аналитик данных (Data scientist),https://hh.ru/vacancy/51239177?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
168,AI Engineer,https://hh.ru/vacancy/46632678?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
169,Quantitative analyst/Data scientist (ML),https://hh.ru/vacancy/51365842?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
170,Data Scientist,https://hh.ru/vacancy/51241006?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
171,ML-инженер/Data Scientist,https://hh.ru/vacancy/51111237?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,120000.0,160000.0,руб.,https://hh.ru
172,Аналитик по монетизации (Юла),https://hh.ru/vacancy/48585554?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
173,Junior Data Scientist,https://hh.ru/vacancy/47205407?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
174,Middle Data Scientist,https://hh.ru/vacancy/51241002?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
175,Junior Data Scientist,https://hh.ru/vacancy/50243134?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
176,ML Engineer/Data Scientist,https://hh.ru/vacancy/48980070?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
177,Senior Data Scientist,https://hh.ru/vacancy/50897545?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,300000.0,450000.0,руб.,https://hh.ru
178,Data Science Team Lead,https://hh.ru/vacancy/51584203?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
179,Lead Data Scientist,https://hh.ru/vacancy/51422506?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
180,Data Scientist / ML-инженер (Big Data),https://hh.ru/vacancy/50917519?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
181,Консультант по машинному обучению (переход в Data Science),https://hh.ru/vacancy/50954566?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
182,Senior Data scientist,https://hh.ru/vacancy/50477564?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
183,"Middle Python Developer (ML, Data Scientist)",https://hh.ru/vacancy/51256906?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
184,Junior Data Scientist,https://hh.ru/vacancy/50928620?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
185,Аналитик данных (Data scientist),https://hh.ru/vacancy/51239173?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
186,Системный аналитик/Senior System Analyst,https://hh.ru/vacancy/51713087?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
187,Data Scientist,https://hh.ru/vacancy/51070215?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
188,Senior Data Scientist,https://hh.ru/vacancy/50983164?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,134800.0,230000.0,руб.,https://hh.ru
189,Data scientist (Team Lead),https://hh.ru/vacancy/51270435?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
190,Инженер данных/Data engineer,https://hh.ru/vacancy/50530124?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
191,Data Scientist,https://hh.ru/vacancy/50604612?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
192,Data Scientist,https://hh.ru/vacancy/50288520?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
193,Data Scientist (NLP),https://hh.ru/vacancy/51003574?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
194,Senior Data Scientist,https://hh.ru/vacancy/50661126?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
195,Data Scientist,https://hh.ru/vacancy/51204198?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
196,Senior Data Scientist/ML Engineer SberDevices,https://hh.ru/vacancy/46688716?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
197,Специалист по машинному обучению / Data Scientist (FinTech),https://hh.ru/vacancy/51328744?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,100000.0,,руб.,https://hh.ru
198,Разработчик-аналитик / Middle Data Scientist,https://hh.ru/vacancy/51017375?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
199,Senior Data Scientist,https://hh.ru/vacancy/49462557?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,350000.0,руб.,https://hh.ru
200,Data Scientist,https://hh.ru/vacancy/51160989?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
201,Data scientist,https://hh.ru/vacancy/50439196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
202,"Аналитик управления ""Клиент 360"" (Data scientist)",https://hh.ru/vacancy/49442989?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
203,Data Scientist,https://hh.ru/vacancy/51160990?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
204,ML разработчик / Data Scientist,https://hh.ru/vacancy/51050804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
205,Machine Learning Developer (ML Remote),https://hh.ru/vacancy/51627972?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,1000.0,,USD,https://hh.ru
206,Data Scientist,https://hh.ru/vacancy/49511674?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
207,Data Scientist,https://hh.ru/vacancy/50863427?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
208,Lead Data Scientist,https://hh.ru/vacancy/42493107?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,500000.0,руб.,https://hh.ru
209,Аналитик (эконометрическое моделирование) / Data scientist,https://hh.ru/vacancy/50943243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,150000.0,230000.0,руб.,https://hh.ru
210,Lead Data Scientist,https://hh.ru/vacancy/51422507?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
211,Middle\Senior Data Scientist,https://hh.ru/vacancy/51313596?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
212,Data Scientist,https://hh.ru/vacancy/50464275?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
213,Lead Data Scientist,https://hh.ru/vacancy/51422505?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
214,Системный аналитик/Senior System Analyst,https://hh.ru/vacancy/51713089?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
215,Team Lead Data Scientist,https://hh.ru/vacancy/51011749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
216,Junior Data Scientist,https://hh.ru/vacancy/51000491?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
217,Data Scientist (Аналитик) БЕЗ ОПЫТА РАБОТЫ,https://hh.ru/vacancy/48568125?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
218,Инженер программист ML / Data Scientist,https://hh.ru/vacancy/49758302?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,70000.0,90000.0,руб.,https://hh.ru
219,Senior data scientist,https://hh.ru/vacancy/50875599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
220,Senior Data Scientist в NLP лабораторию,https://hh.ru/vacancy/50886287?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
221,"Ведущий аналитик/Senior data Scientist/Data Analyst (Machine learning, ML, нейронные сети)",https://hh.ru/vacancy/50981618?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
222,Преподаватель по Data Science (Machine Learning),https://hh.ru/vacancy/51334447?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
223,Data-scientist / Anti-fraud / Scorecard developer,https://hh.ru/vacancy/50187920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
224,Techlead data scientist,https://hh.ru/vacancy/47948614?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,350000.0,,руб.,https://hh.ru
225,Data Engineer,https://hh.ru/vacancy/50893102?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
226,"Team Lead Data Scientist (RecSys, NLP, CV)",https://hh.ru/vacancy/50912955?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
227,Senior Data Scientist в Лабораторию речевых технологий,https://hh.ru/vacancy/48531086?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
228,Middle/Senior Data Scientist в команду Data Science Блока «Сеть продаж»,https://hh.ru/vacancy/49004116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
229,Data Scientist (Market Research & Analytics),https://hh.ru/vacancy/50873898?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
230,Senior Quantitative Researcher (Cyprus/remote),https://hh.ru/vacancy/51370419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
231,Data Scientist в команду CVM AI,https://hh.ru/vacancy/50760976?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
232,Data Scientist (Python-developer),https://hh.ru/vacancy/50825548?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,50000.0,150000.0,руб.,https://hh.ru
233,Data scientist,https://hh.ru/vacancy/48816726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
234,Data Engineer,https://hh.ru/vacancy/49529154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
235,Data Scientist (контроль качества операционных процессов),https://hh.ru/vacancy/48280980?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
236,Data scientist,https://hh.ru/vacancy/51227936?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
237,Senior Data Scientist в Лабораторию речевых технологий,https://hh.ru/vacancy/48531085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
238,Research Engineer / Data Scientist,https://hh.ru/vacancy/50072394?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
239,Data Scientist,https://hh.ru/vacancy/48883994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
240,Стажер Data Scientist,https://hh.ru/vacancy/51808940?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
241,Junior data scientist,https://hh.ru/vacancy/50930766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
242,Data Scientist,https://hh.ru/vacancy/50939472?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
243,Аналитик BI,https://hh.ru/vacancy/52074173?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,170000.0,руб.,https://hh.ru
244,Python developer,https://hh.ru/vacancy/48641191?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
245,Game Software Engineer (Rapid Prototyping Team),https://hh.ru/vacancy/49553150?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
246,Senior Python разработчик,https://hh.ru/vacancy/51349355?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
247,Аналитик данных,https://hh.ru/vacancy/51627402?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
248,Инженер баз данных / Data engineer,https://hh.ru/vacancy/50928153?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
249,Старший аналитик,https://hh.ru/vacancy/50923921?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
250,Java Senior Developer,https://hh.ru/vacancy/51224683?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,5000.0,6000.0,USD,https://hh.ru
251,Инженер данных / DE (удалённо),https://hh.ru/vacancy/51836093?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
252,Devops Engineer Hadoop (удаленно),https://hh.ru/vacancy/51622045?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
253,Senior Product Designer SIT Alemira,https://hh.ru/vacancy/47532045?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
254,Business Analyst (ERP),https://hh.ru/vacancy/51355680?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
255,"Python/Django Web Developer (H1B,USA)",https://hh.ru/vacancy/50807433?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
256,Проджект-менеджер / Системный аналитик в ИТ-продукт,https://hh.ru/vacancy/52116434?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
257,"C++ Programmer (Software Developer (H1B, USA))",https://hh.ru/vacancy/50807430?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
258,Senior Project Manager,https://hh.ru/vacancy/48202715?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,200000.0,300000.0,руб.,https://hh.ru
259,Портфельный риск-менеджер (удаленно),https://hh.ru/vacancy/50729443?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
260,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006388?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
261,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
262,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006400?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
263,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006390?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
264,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
265,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006403?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
266,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006401?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
267,"Риск-аналитик (антифрод, верификация, коллекшн)",https://hh.ru/vacancy/52006396?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
268,Специалист 1C,https://hh.ru/vacancy/48804902?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
269,Java developer,https://hh.ru/vacancy/51408780?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
270,IT рекрутер,https://hh.ru/vacancy/49759419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,80000.0,130000.0,руб.,https://hh.ru
271,IT рекрутер,https://hh.ru/vacancy/48526485?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,80000.0,120000.0,руб.,https://hh.ru
272,Senior Python разработчик (МЦТП),https://hh.ru/vacancy/51969717?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
273,Biomedical Researcher in software testing,https://hh.ru/vacancy/51968676?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
274,Старший аналитик Отдел развития хранилищ данных,https://hh.ru/vacancy/51789481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
275,Biomedical Researcher in software testing,https://hh.ru/vacancy/51968681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
276,Biomedical Researcher in software testing,https://hh.ru/vacancy/51968678?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
277,Biomedical Researcher in software testing,https://hh.ru/vacancy/51968680?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
278,Biomedical Researcher in software testing,https://hh.ru/vacancy/51968677?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
279,Biomedical Researcher in software testing,https://hh.ru/vacancy/51968679?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
280,Product manager - Delivery B2B,https://hh.ru/vacancy/50197587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
281,DevOps/Инфраструктурный инженер,https://hh.ru/vacancy/51727342?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
282,Лидер кластера «Data Services» Трайба Трансформации инвестиционного бизнеса CIB,https://hh.ru/vacancy/51661742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
283,Python Developer (SPACE),https://hh.ru/vacancy/48643384?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
284,Python Developer (Space),https://hh.ru/vacancy/51621972?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
285,PowerBi/Business Intelligence Analyst,https://hh.ru/vacancy/44434198?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
286,Управляющий директор\ Директор Data Scientist,https://hh.ru/vacancy/45978404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
287,Системный аналитик (Helicopter),https://hh.ru/vacancy/50116520?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
288,Системный аналитик (Helicopter),https://hh.ru/vacancy/50116521?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
289,Java разработчик (команда SafeData),https://hh.ru/vacancy/51625720?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
290,Clinical eco-system partner,https://hh.ru/vacancy/50135804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
291,People Experience Leader,https://hh.ru/vacancy/50548131?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
292,Технический руководитель проектов,https://hh.ru/vacancy/51657032?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
293,Front-end разработчик,https://hh.ru/vacancy/50606499?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
294,Java разработчик (Hadoop),https://hh.ru/vacancy/49114598?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
295,Руководитель отдела ранжирования (на проект Рекомендации),https://hh.ru/vacancy/51613080?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
296,Руководитель направления по аналитике данных,https://hh.ru/vacancy/51510634?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
297,Ведущий аналитик данных,https://hh.ru/vacancy/48537190?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
298,Team Lead,https://hh.ru/vacancy/51453955?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,200000.0,300000.0,руб.,https://hh.ru
299,C# developer,https://hh.ru/vacancy/51467702?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,3000.0,4000.0,USD,https://hh.ru
300,Администратор - эксперт 2-й линии сопровождения,https://hh.ru/vacancy/51171802?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
301,"Frontend-разработчик (Angular, удалённо)",https://hh.ru/vacancy/51145723?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,160000.0,,руб.,https://hh.ru
302,DWH\ETL Team lead (Начальник отдела),https://hh.ru/vacancy/51107859?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
303,Python Training Developer (SPACE),https://hh.ru/vacancy/51102858?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
304,Python Developer (Remote),https://hh.ru/vacancy/51062473?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
305,Python Developer (Remote),https://hh.ru/vacancy/51062474?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
306,Frontend Kotlin Developer (Datalore),https://hh.ru/vacancy/50366435?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,220000.0,,руб.,https://hh.ru
307,Frontend Kotlin Developer (Datalore),https://hh.ru/vacancy/50366447?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,200000.0,,руб.,https://hh.ru
308,Frontend Kotlin Developer (Datalore),https://hh.ru/vacancy/50366428?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,220000.0,,руб.,https://hh.ru
309,Product Owner в команду «Early Warning System»,https://hh.ru/vacancy/50240197?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
310,Senior QA Engineer (automation),https://hh.ru/vacancy/48056689?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
311,Technical writer (SPACE),https://hh.ru/vacancy/48643181?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
312,Technical writer (SPACE),https://hh.ru/vacancy/48643180?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
313,IT Recruiter,https://hh.ru/vacancy/50712783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
314,Technical writer (SPACE),https://hh.ru/vacancy/48359595?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
315,IT Recruiter (Middle/ Senior),https://hh.ru/vacancy/49465100?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
316,"Client Consultant (market research, FMCG sector)",https://hh.ru/vacancy/51001607?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
317,Администратор – эксперт 2-й линии сопровождения (SberData),https://hh.ru/vacancy/51018066?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
318,Системный аналитик (проекты в сфере Data Science),https://hh.ru/vacancy/50943417?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
319,Front-end разработчик (кибербезопасность),https://hh.ru/vacancy/50992645?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=data%20scientist,,,,https://hh.ru
